Repository,Forks,additions,Deletions,Total,Messages 
nginx.conf,1,3,0,3,remove basic auth for videom thumbnails
nginx.conf,1,1,0,1,ignore .default files
nginx.conf,1,5,44,49,update nginx 1.4.7 -> 1.8.0
nginx.conf,1,4,4,8,rename node-gyazolink -> gyazolink
nginx.conf,1,18,0,18,add apps/node-gyazolink.conf
nginx.conf,1,1,1,2,fix node-gyazz basic auth path
nginx.conf,1,15,0,15,add apps/tessel.conf
nginx.conf,1,1,0,1,node-gyazzで128MBまでのファイルアップロード可能に設定
nginx.conf,1,5,0,5,apply basic auth at gyazz.masuilab.org/増井研/*
nginx.conf,1,1,1,2,fix node-gyazz static dir path
nginx.conf,1,17,0,17,add apps/node-gyazz.conf
nginx.conf,1,15,0,15,add apps/shokai.conf proxy for shokai's laptop
nginx.conf,1,13,0,13,proxy *.app.masuilab.org -> docker/dokku
nginx.conf,1,1,1,2,nginx 1.4.7
nginx.conf,1,1,0,1,listen www.masuilab.net/org/com
nginx.conf,1,0,1,1,さくらインターネットのサーバーからのlindaへのアクセス拒否を解除
nginx.conf,1,1,0,1,さくらインターネットからlinda-baseへのcometクライアントをdeny
nginx.conf,1,1,0,1,add mimetype x-omnigraffle
nginx.conf,1,0,17,17,delete apps/door.conf
nginx.conf,1,17,0,17,add apps/ylab.conf
nginx.conf,1,17,0,17,add apps/linda.conf
nginx.conf,1,7,0,7,add ylab.sfc.keio.ac.jp
nginx.conf,1,1,1,2,fix regex
DUnitX,171,8,2,10,"Leak reporting. (#314)

Fixed memory leak when sorting fixtures."
DUnitX,171,28,0,28,Fixture sorting. (#313)
DUnitX,171,1,0,1,"added comment to protect the TESTINSIGHT conditional (#312)

The IDE (at least that from Delphi 11) remove the $IFNDEF conditional in front of the var section when a unit is added to the test project. As simple comment between the uses section and the conditional prohibits that."
DUnitX,171,23,0,23,Check expectation assert. (#305)
DUnitX,171,1,1,2,"Correcting comment for ExitBehavior (#309)

ExitBehavior now defaults to Continue. See Create."
DUnitX,171,4,2,6,"Fix FormatSetting not getting setup for versions lower than XE (#306)

While TFormatSettings cannot be created in non-XE version (it is a record) it is still passed in the .Format function so it needs to be setup.
The behavior that made me notice the issue is that the time taken for tests in the XML did not have decimals (they seemed to be in ms but in fact simply did not have a decimal separator)."
DUnitX,171,13,5,18,"When a unit was added, i didn't compile anymore, because I put the first unit without the comma. (#303)"
DUnitX,171,52,28,80,Report leak config in the wizard. (#302)
DUnitX,171,470,65,535,"Updates for Delphi 2010 Tests\Examples (#297)

* Flag the MaxTime example as Ignore for D1020 as it just hangs

* Add required exception for D2010 in uses

* Sleep define switch for D2010

* Test project for D2010

* Keep open when not in CI (D2010 does not have TestInsight)

* Add GUI config, put back DUnitX.Tests.Utils.pas after taking care of D2010 support.

* Use AfterConstruction for D2010

* Register test, ensure all names are unique for old VCL.GUI (for backwards compatibility as TestInsight is not supported in D2010)

* Keep XE_UP as .Create"
DUnitX,171,105,36,141,"Fixes #257 Quote logs expected and actual values (#296)

* Put expected and actual values into square brackets
Make wording consistent
Make capitalization consistent (only boolean or special values start with uppercase)
Remove redundant string
Adjusted expected test results accordingly

* implement #168 ""class procedure Assert.AreEqual<T>(const expected, actual : TArray<T>; const message : string = '')""
- Implement Assert
- Add Unit tests"
DUnitX,171,5,4,9,Made TestName compatible with DUnit - fixes #299
DUnitX,171,55,20,75,Added ability to get the current test name in a test
DUnitX,171,8,3,11,Added TrimValues param to TestCase Attribute to address #295
DUnitX,171,1121,0,1121,added D11 sample project
DUnitX,171,1115,1,1116,Delphi 11 support
DUnitX,171,100,63,163,"A few more fixes for XE and updating DUnitX.Init to allow inclusion in all projects for consistency (#293)

* Minor code template addition and fixing title of the Setup/Teardown template

* Fixing formatting of code template file

* One more attempt to fix the new code template formatting

* Fixing XE compatibility in DUnitX.Tests.Utils, fix uses clause

* Fixing path references to Source in XE test project

* Removing some properties from dfm of GUI runner that are incompatible with older versions of Delphi

* Updating DUnitX.Init so it can be included in all projects if desired"
DUnitX,171,1,1,2,Fix wrong closing tag in JUnit logger (#294)
DUnitX,171,20,9,29,"Minor code template addition/change (#292)

* Minor code template addition and fixing title of the Setup/Teardown template

* Fixing formatting of code template file

* One more attempt to fix the new code template formatting"
DUnitX,171,25,45,70,Regenerated the dpr using the wizard - should work with testinsight now.
DUnitX,171,34,8,42,Restored compatibility with XE2
DUnitX,171,37,38,75,"Fix #287 - Summary of JUnit test results should be at the ""testsuites"" node (#289)

* Fix #287
- Summary of test results should be at the ""testsuites"" node
- report ignored tests as ""disabled"" on testsuite and fixture level for consistency

* Fixes #290 Improve JUnit Output
- Stripp class name from fixture name and vice versa
- remove unused try finally"
DUnitX,171,1,1,2,bumped dpm package version
DUnitX,171,0,0,0,Merge branch 'master' of https://github.com/VSoftTechnologies/DUnitX
DUnitX,171,8,1,9,Fixed #286
DUnitX,171,8,1,9,"Fixed issue #285

Wrong values for Duration and FinishTime in TDUnitXFixtureResult"
DUnitX,171,2,2,4,commented out unused var for now - need to investigate this
DUnitX,171,1,1,2,"Up version to D2010 (#285)

I am running this on D2010 and the shorter version runs fine on it.
The {ELSE} actually creates a memory leak which I have not been able to track down:
The block is currently used for an object of class: DUnitX.Windows.Console$ActRec"
DUnitX,171,177,8,185,"Add Assert.WillNotRaiseWithMessage method & output of msg to Assert.WillNotRaiseDescendant (#284)

* Add Assert.WillNotRaiseWithMessage method
Add output of msg to Assert.WillNotRaiseDescendant

* Write tests, tweak the logic based on tests
Fix a typo

Co-authored-by: Antoine G Simard <a.simard@multidev.net>"
DUnitX,171,48,8,56,Dealt with compiler h2077 on berlin.
DUnitX,171,1,1,2,updated dspec
live-config,0,7,0,7,updated changelog
live-config,0,0,24,24,"simplified 0050-locales (execute always, do not generate locales - we already generate them during build time...)"
live-config,0,6,0,6,updated changelog
live-config,0,9,9,18,fixed 1140-xserver-xorg (variables in Detect_xorg_driver())
live-config,0,11,0,11,Update changelog for version 5.0~a3-1+lernstick1
live-config,0,1,1,2,"Use single Debian patch for lernstick-jessie

Our changes are all recorded in GIT, so having separate patches has only
little value.

Gbp-Dch: ignore"
live-config,0,2,0,2,"git-buildpackage configuration for lernstick-jessie

Git-Dch: ignore"
live-config,0,3,2,5,Use empty user password per default
live-config,0,101,77,178,"Use xorg driver for multiple display controllers

Using anything other than native xorg drivers  has (so far) failed on
all systems with multiple display controllers. Use xorg autodetection in
this case instead of prorietary drivers.

This also moves the X11 driver detection into a subfunction to avoid yet
another giant if block."
live-config,0,1,4,5,"Always configure X server

As a live system is intended to be run in various different hardware
configurations, the X server configuration should be adjusted at each
boot and not only once the first time this live-config script is run."
live-config,0,39,22,61,"Releasing debian version 5.0~a3-1.

Signed-off-by: Daniel Baumann <mail@daniel-baumann.ch>"
live-config,0,168,287,455,"Dropping obsolete ubuntu support, no special treatment necessary anymore.

Previously we had ubuntu support in the sense that
we were including the ureadahead component on ubuntu
but not on other distributions.

Now, ureadahead is dead anyway so we don't need
to distinguish between ubuntu and non-ubuntu distributions
anymore."
live-config,0,1,1,2,"Also recreating ed25519 hostkeys in openssh-server component, now that we only support jessie and newer here."
live-config,0,0,3,3,"Removing hack to configure sysvinit to not mount /tmp as tmpfs, this is done at build time now through live-build."
live-config,0,15,1,16,Fixing sysvinit component to be selfcontained.
live-config,0,16,2,18,Fixing kdm component to be selfcontained.
live-config,0,4,6,10,Making nottyautologin bootparameter selfcontained within components.
live-config,0,70,13,83,Making nox11autologin bootparameter selfcontained within components.
live-config,0,84,12,96,Making noautologin bootparameter selfcontained within components.
live-config,0,22,12,34,Making noroot bootparameter selfcontained within components.
live-config,0,30,22,52,"Releasing debian version 5.0~a2-1.

Signed-off-by: Daniel Baumann <mail@daniel-baumann.ch>"
live-config,0,2,2,4,Updating live-config version to 5 in live-config-foobar example packaging.
live-config,0,53,53,106,Updating year to 2015.
live-config,0,21,15,36,"Releasing debian version 5.0~a1-1.

Signed-off-by: Daniel Baumann <mail@daniel-baumann.ch>"
live-config,0,245,370,615,"Dropping debian-installer-launcher component, not needed for current desktops anymore."
live-config,0,31,24,55,"Releasing debian version 4.0.4-1.

Signed-off-by: Daniel Baumann <mail@daniel-baumann.ch>"
live-config,0,1,0,1,Adding dbus to recommends for systemd backend.
live-config,0,34,24,58,"Releasing debian version 4.0.3-1.

Signed-off-by: Daniel Baumann <mail@daniel-baumann.ch>"
live-config,0,4,4,8,[man:ja] Fix a typo in po header.
live-config,0,38,38,76,Temporarily running components without set -e.
pharo-compat,0,33,0,33,bytearray: Import hex parsing code from pharo
pharo-compat,0,34,0,34,hex: Add ByteArray>>#hex from Pharo and add a simple testcase from me
pharo-compat,0,5,0,5,regexp: Add code used/needed by Phexample
pharo-compat,0,25,0,25,"block: Implement BlockClosure>>#valueWithin:onTimeout:

This is needed for PhExample test framework"
pharo-compat,0,1,0,1,misc: Require Grease for the PharoCompat
pharo-compat,0,104,0,104,misc: Add more extensions for supporting PhExample
pharo-compat,0,352,0,352,"pragma: Add the Pragma code from Pharo (MIT) licensed and extend CompiledMethod

The Pragma and Pragma test is from Pharo, the CompiledMethod extension
was written by me. It is mostly converting the Message to the Pragma
class."
pharo-compat,0,7,2,9,"misc: Add category statements and remove the pragma for the license

The category is required to be a good citizen with Monticello and
the license pragma is not used anywhere else in GNU Smalltalk so
for now we are just fine with a comment in the sourcecode."
pharo-compat,0,23,0,23,"set: IdentitySet>>#union: is needed by Phexample

The Phexample code is merging the test selector set of the
superclass with the one that is including ""should""."
pharo-compat,0,35,0,35,"Create a new repository/package with Pharo2.0 compabilities

This package can be used to help in porting code from Pharo."
Phexample,0,192,0,192,"PhExample: Add GSTPlatform, implement send finder, comment out testcase

With a GST bugfix for the timed wait this is now passing 65/65 tests.
We don't have a ClassFactoryForTestCase and SUnit counts the testresult
differently in terms of expected failures. So we updated that in place."
Phexample,0,30,9,39,Fix the conversion after gst-convert fixes are included
Phexample,0,5,5,10,Manually fix the result of the gst-convert and remove the '!'
Phexample,0,2,1,3,"PhexMatcher call >>#initialize as it is not done by Object in GST

Object class >>#new is calling initialize in Pharo but not in GST,
manually call >>#new."
Phexample,0,1191,0,1191,"Initial upstream commits from Pharo2.0

* Phexample-StefanMarr.70.mcz
* PhexamplePlatform-Pharo20-StefanMarr.1.mcz"
elixir-tor,0,15,70,85,directory: some cleanup
elixir-tor,0,96,3,99,router: add some router descriptor parsing
elixir-tor,0,55,10,65,tor: remove leftovers
elixir-tor,0,227,0,227,Initial commit
foobarforce,3,10,11,21,no message
foobarforce,3,16,16,32,Update BatchBehaviourTestHarness.cls
foobarforce,3,16,46,62,no message
foobarforce,3,46,16,62,"Merge branch 'master' of https://github.com/stephenwillcock/foobarforce

Conflicts:
	BatchApexQueryBehaviour/BatchBehaviourTestHarness.cls"
foobarforce,3,74,24,98,no message
foobarforce,3,23,25,48,"Update BatchBehaviourTestHarness.cls

Tidy whitespace"
foobarforce,3,156,0,156,no message
foobarforce,3,20,7,27,"Add support for list.getSObjectType

Provide factory method to take a prototype list so that when using the
getSelected for a StandardController adapter the returned list supports
the getSObjectType method"
foobarforce,3,152,0,152,Initial commit
foobarforce,3,154,0,154,Initial commit
STUDENT-TUT,0,529,0,529,DF
STUDENT-TUT,0,70,0,70,report example latex
STUDENT-TUT,0,0,0,0,report example
STUDENT-TUT,0,0,0,0,how to calculate Rg
STUDENT-TUT,0,944,0,944,test the center-of-mass and Rg functions
GmailCode,0,1,1,2,Changed the message
GmailCode,0,70307,0,70307,Initial Commit
simulator-x,3,10,1,11,updated read
simulator-x,3,1,1,2,updated feature component to resolve missing library
simulator-x,3,14,6,20,updated example application
simulator-x,3,25,0,25,added runconfiguration for ontology file server
simulator-x,3,6,1,7,updated gitignore
simulator-x,3,8,5,13,updated unity component
simulator-x,3,63,1,64,added unity component
simulator-x,3,17,0,17,updated compiler settings
simulator-x,3,30,3,33,update further settings for local ivy cache
simulator-x,3,62,27,89,made ivy cache local
simulator-x,3,5,5,10,updated submodules to current versions
simulator-x,3,10,11,21,updated libs
simulator-x,3,6,6,12,updated gitmodules
simulator-x,3,2,2,4,added mipro dsl elemets
simulator-x,3,74,0,74,Added Readme and run cfgs
simulator-x,3,4,30,34,cleanup
simulator-x,3,0,3,3,updated sbt config
simulator-x,3,1896,42,1938,updated to new version
simulator-x,3,25,2,27,"added settings, added ignored file to avoid compile error on first run"
simulator-x,3,0,51,51,removed settings
simulator-x,3,1,23,24,added autoimport
simulator-x,3,736,375,1111,update
simulator-x,3,0,1,1,update
simulator-x,3,9,0,9,added missing library setting
simulator-x,3,82,36,118,updated to latest version
simulator-x,3,1,1,2,handler of entityDesc.realize is now called after components' entityConfigComplete
simulator-x,3,0,4,4,cleanup
simulator-x,3,1,0,1,ignoring generated symbols file
simulator-x,3,90,38,128,update to new version
simulator-x,3,9,11,20,update to cleaned version
project--procmail-lib,0,80,80,160,"Correct Freecode URL

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,84,84,168,"Update to Freecode

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,12,5,17,lib-stebbens/proclint.1: generate
project--procmail-lib,0,4,4,8,"lib-stebbens/: update copyright year

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,59,59,118,"doc: update copyright year

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,55,55,110,"lib/: update copyright year

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,5,0,5,lib-stebbens/ChangeLog: document proclint.1.pod (BUG)
project--procmail-lib,0,19,2,21,lib-stebbens/proclint.1.pod: (BUGS): Document unsupported features (Debian bug#41297)
project--procmail-lib,0,8,0,8,lib-stebbens/ChangeLog: (proclint): modern braces. Remove extra space from RE -l|--list
project--procmail-lib,0,140,60,200,proclint: (Main): Fix --list arg regexp. Convert braces to modern line-up style
project--procmail-lib,0,565,561,1126,"Mass update: Copyright years

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,7,0,7,"pm-jamime-kill.rc: improve gawk docs

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,12,3,15,lib/pm-jamime-kill.rc: (Docs): improve gawk docs on Solaris
project--procmail-lib,0,70,54,124,"pm-jamime-kill.rc: Adjust comments, code layout. Untabify

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,20,15,35,"lib/pm-jamime-decode.rc: remove unused JA_MIME_TYPE

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,26,13,39,"lib-stebbens/proclint.1.pod: (STATUS CODE): new topic

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,30,19,49,"lib-stebbens/proclint: Add ERROR to return status code

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,13,11,24,"lib-stebbens/proclint.1.pod: improve manual

Signed-off-by: Jari Aalto <jari.aalto@cante.net>"
project--procmail-lib,0,2,3,5,doc/index.html: Fix HR
project--procmail-lib,0,9,0,9,lib-stebbens/ChangeLog: proclint
project--procmail-lib,0,1,1,2,common.mk: tabify
project--procmail-lib,0,0,3,3,lib-stebbens/proclint: (Main): remove debugging code. Debian Bug#508197
project--procmail-lib,0,36,34,70,"lib-stebbens/proclint: Add proper Copyright, License. Modernize Perl code"
project--procmail-lib,0,115,80,195,"lib-stebbens/proclint: Add copyright, license. use my etc."
project--procmail-lib,0,4,10,14,lib-stebbens/01README.txt: update text
project--procmail-lib,0,1,1,2,common.mk: Fix DOCDIR
project--procmail-lib,0,0,1,1,lib-stebbens/list-addr.rc: remove #! shebang
project--procmail-lib,0,2,2,4,"lib-stebbens/Makefile: (install-man,example): Fix permissions"
project--procmail-lib,0,4,3,7,common.mk: Correct man_prefix
project--procmail-lib,0,19,23,42,doc/license/LICENSE.txt: indent changes
ArcadeGameSelector,5,3,3,6,Increase max navigation depth and path length
ArcadeGameSelector,5,282,83,365,"Added slideshow support for screenshots. (#15)

* Added slideshow support for screenshots.

* Fixed screen corruption issue when using screenshots with varying resolutions."
ArcadeGameSelector,5,256,1,257,Added LUT based navigation list sorting.
ArcadeGameSelector,5,115,115,230,Stripped trailing whitespace.
ArcadeGameSelector,5,1,1,2,Update README
ArcadeGameSelector,5,1,0,1,"Merge pull request #11 from Optiroc/close-text-fh

Close file handle in load_text(), fixes issue #7"
ArcadeGameSelector,5,17,11,28,"Merge pull request #10 from Optiroc/font-leading

Font leading property"
ArcadeGameSelector,5,1,0,1,Release file handle in load_text()
ArcadeGameSelector,5,17,11,28,`font_leading` property added to configuration.
ArcadeGameSelector,5,36,23,59,"Merge pull request #6 from Optiroc/page-updown-behavior

Improved page up/down behavior"
ArcadeGameSelector,5,36,23,59,"Improved page up/down behavior: If the top- or bottommost line is not selected the selection is moved, else the offset is moved."
ArcadeGameSelector,5,177,9,186,"Merge pull request #4 from Optiroc/navigation-enhancements

Navigation enhancements"
ArcadeGameSelector,5,1,1,2,Comment out unused name variable.
ArcadeGameSelector,5,1,1,2,Fix missing ERR_DELETE case.
ArcadeGameSelector,5,74,3,77,Added page up/down (joystick left/right). The visited directory is selected when navigating to parent.
ArcadeGameSelector,5,104,7,111,Menu position is preserved between running a title and returning to AGS2.
ArcadeGameSelector,5,12,0,12,Added download and discussion links
ArcadeGameSelector,5,10,3,13,Fix illegal memory access in dir sort.
ArcadeGameSelector,5,4,0,4,Docs for blue_button_action.
ArcadeGameSelector,5,18,1,19,Added configuration option for CD32 blue button.
ArcadeGameSelector,5,3,0,3,Blank border.
ArcadeGameSelector,5,10,11,21,"Fix unintentional quit on startup.

ReadJoyPort() potentially returns unwanted data on the first call."
ArcadeGameSelector,5,9,20,29,Deallocate dynamically allocated strings with DisposeLink()
ArcadeGameSelector,5,33,3,36,Updated documentation.
ArcadeGameSelector,5,14,8,22,Add error message if scolorq is missing.
ArcadeGameSelector,5,8,8,16,Disabled benchmark code.
ArcadeGameSelector,5,1,0,1,Ignoring edbg prefs.
ArcadeGameSelector,5,0,0,0,Updated WB13 theme.
ArcadeGameSelector,5,26,25,51,Adjusted demo conf and instructions.
ArcadeGameSelector,5,9,8,17,Text rendering fixes.
novaha-bro-training,4,0,0,0,adding pcaps
novaha-bro-training,4,108,3,111,readme.md
novaha-bro-training,4,324,0,324,initial class work
novaha-bro-training,4,39,0,39,Initial commit
prismo,1,1,1,2,"Revert ""let fn name(x) = ... => let fn name(x) -> ...""

This reverts commit d2f03753e0e7f5c7e8a95b5cd87ca8d1caba7f41."
prismo,1,1,1,2,let fn name(x) = ... => let fn name(x) -> ...
prismo,1,34,8,42,implement fn bindings properly
prismo,1,28,69,97,remove lettable patterns
prismo,1,34,5,39,parse dotted record patterns correctly
prismo,1,87,93,180,revert
prismo,1,34,34,68,start making modules second class
prismo,1,66,60,126,dotted -> qualified; cache modules
prismo,1,19,2,21,Print out types better.
prismo,1,1,1,2,don't sort during the apply phase (:/)
prismo,1,64,32,96,add operator dispatch
prismo,1,19,13,32,Add proper stack trace for file names.
prismo,1,18,4,22,add ski combinator test
prismo,1,87,12,99,add function calls
prismo,1,97,21,118,"add if, while and match statements"
prismo,1,30,6,36,Add accesses and proper exception handling.
prismo,1,30,4,34,Add block parsing.
prismo,1,68,29,97,"fix parsing (again), add module access"
prismo,1,17,0,17,implement pattern specificities
prismo,1,14,12,26,bind values correctly
prismo,1,47,21,68,parse record names properly
prismo,1,6,1,7,add proper record constructors
prismo,1,5,1,6,Add record constructors.
prismo,1,1,0,1,add TODO note
prismo,1,25,22,47,Record names in symbol context now become symbols
prismo,1,2,1,3,actually fail the task
prismo,1,8,1,9,Better tracebacks.
prismo,1,1,1,2,pattern failed -> refuted
prismo,1,27,29,56,formatting
prismo,1,1,2,3,okay that's actually pretty bad
TriggerX,19,5,0,5,"Merge pull request #3 from jamesmelville/master

Add"
TriggerX,19,5,0,5,Add Deploy to Salesforce button
TriggerX,19,2,2,4,"Merge pull request #1 from tfuda/master

Fix for the ""Attempt to de-reference a null object"" exception for ""after undelete"" trigger events



Thanks Thomas!"
TriggerX,19,2,2,4,"Update TriggerX.cls

Use ""triggerNew"" as the trigger record collection for ""after undelete"" trigger events"
TriggerX,19,2,2,4,updated README
TriggerX,19,20,11,31,updated README
TriggerX,19,79,66,145,+header && more natural TRIGGER_CONTROL__c behaviour
TriggerX,19,86,2,88,reload TRIGGER_CONTROL__c from Org
TriggerX,19,1021,0,1021,initial commit
elixir-socket,113,1,1,2,web: fix accept to forward all arguments
elixir-socket,113,1,1,2,"ssl: use the correct key when passing down cacerts

According to http://erlang.org/doc/man/ssl.html passing down encoded SSL

authorities to erlang ssl requires the key `cacerts`."
elixir-socket,113,2,2,4,tcp: update connect! @spec
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,4,2,6,mix: update dependencies
elixir-socket,113,10,10,20,*: fix warnings related to char_list
elixir-socket,113,3,3,6,mix: bump dependencies
elixir-socket,113,1,0,1,web: return the socket in accept!/2
elixir-socket,113,3,3,6,socket: update example
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,1,1,2,tcp: fix typo `:verion` to `:version`
elixir-socket,113,115,124,239,*: use with and fix style
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,8,20,28,socks: update options usage
elixir-socket,113,1,1,2,tcp: fix handling of local address option
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,2,2,4,tcp: actually fix it
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,4,3,7,tcp: fix wrong default option
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,18,9,27,socket: rename some options
elixir-socket,113,45,3,48,ssl: add support for more options
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,1,1,2,web: fix warning
elixir-socket,113,14,14,28,web: rename :key to :handshake
elixir-socket,113,1,1,2,mix: bump version
elixir-socket,113,5,5,10,*: fix v1.4 warnings
elixir-socket,113,48,19,67,web: forward options to underlying socket
elixir-socket,113,3,2,5,mix: update dependencies
elixir-socket,113,16,0,16,README: add installation instructions
rust-recursive-descent-regex-parser,1,26,0,26,add some other stuff
rust-recursive-descent-regex-parser,1,131,0,131,Initial commit
Clock2,4,106,89,195,Look for file /tmp/music.pause to pause/play music. Updated gesture command strings.
Clock2,4,7,5,12,Gestures: Simplified wave gesture requirements again.
Clock2,4,88,71,159,"Gestures: Supports Up, Down Left, Right and WaveX."
Clock2,4,121,54,175,Spacebar mutes/unmutes sound.
Clock2,4,1143,1075,2218,v3.7.1 Start/stop timer when playing next track.
Clock2,4,71,127,198,Added keyboard shortcuts.
Clock2,4,194,163,357,Fixed reminders. Removed buttons/functions that are no longer used.
Clock2,4,1663,6127,7790,v3.7.0 - Removed un-used buttonns to make more space for reminders.
Clock2,4,44,0,44,Added exceptionhandler.pas
Clock2,4,176,28100,28276,v3.6.2 - build with Lazarus lnet and Synapse
Clock2,4,1152,173,1325,"Added serial device 'BUTTON' string support for boost, published as HEATINGBOOST."
Clock2,4,1030,90,1120,Added 'HEATINGBOOST' to webserver - used for enabling heating system boost mode. Temprature reading valid for 60 seconds.
Clock2,4,83,74,157,Added serial device 'TEMPRATURE' string support to read and publish temperature.
Clock2,4,13,9,22,Debugging inifile music.pas crashes.
Clock2,4,133,125,258,Improve ini file exceptions.
Clock2,4,527,101,628,Added web server control port 8080 defualt.
Clock2,4,141,60,201,Fix possible crash - removed redundant ini file code.
Clock2,4,50,117,167,Move TPlayer.SaveSettings TIniFile.Create to inside try...except to prevent exception crash.
Clock2,4,141,58,199,Added crashdump to file in ~/Clock2-crashdump
Clock2,4,112,171,283,"Use cat to read serial data, prevents blocked readln causing issues."
Clock2,4,299,102,401,v3.5.0. Added serial control support.
Clock2,4,112,220,332,Send two quick discover server replies.
Clock2,4,82,49,131,Cleanup Command Server callback removal. Send multiple (3) discover server replies.
Clock2,4,67,61,128,v3.4.0. Fixed Next and compile errors.
Clock2,4,56,23,79,Improved command server threading part 2.
Clock2,4,124,116,240,Improved command server threading.
Clock2,4,148,115,263,Remote command stability improvement.
Clock2,4,304,393,697,Added support for radio station URI command processing. This is to support snapclient low latancy playback. Music player code cleanup.
Clock2,4,205,133,338,Version 3.3.0. Replaced depricated functions. Fixed reminders.
Clock2,4,147,104,251,Added option to disable reminder alarm.
idris-type-providers,6,8,9,17,"Merge pull request #2 from LeifW/patch-1

Not seeing any ""Providers"" module"
idris-type-providers,6,8,8,16,"Silly commit

* Remove explicit goal type for cast.
* use `pure` instead of `return`
* Use `traverse` instead of `sequence` + `map`, remove some parens
* Use `*>` instead of in-line `do`-block.
* Simplify ""if b then True else False"" to just ""b""."
idris-type-providers,6,0,1,1,"Not seeing any ""Providers"" module

Doesn't seem needed, anyways."
idris-type-providers,6,43,46,89,Fix bit-rot against latest Idris
idris-type-providers,6,5,0,5,Add clean_ibc target to ease testing
idris-type-providers,6,0,2,2,Cosmetic update
idris-type-providers,6,29,29,58,"Make proof search obviously total

This fixes the library in recent versions of Idris"
idris-type-providers,6,3,5,8,Remove unnecessary partiality
idris-type-providers,6,16,9,25,Repair bitrot and fix indentation bug
idris-type-providers,6,58,10,68,Temporary proof search fix for 0.9.9
idris-type-providers,6,24,20,44,Changes for Idris version update
idris-type-providers,6,7,5,12,"Add backend specs to FFI directives

Now, they are specified to be for the C FFI"
idris-type-providers,6,1,1,2,Update for using-block changes
idris-type-providers,6,22,16,38,Extract main from CSV type provider to separate module
idris-type-providers,6,5,5,10,Consistent argument order in NamedVect lookup
idris-type-providers,6,22,11,33,Thesis version
idris-type-providers,6,66,0,66,Named vector
idris-type-providers,6,131,0,131,Type provider for CSV
idris-type-providers,6,16,16,32,Rename TableExpr to Query
idris-type-providers,6,21,1,22,First README.
idris-type-providers,6,1023,0,1023,Initial commit
idris-type-providers,6,4,0,4,Initial commit
TestXsd,0,50,24,74,add TagWithText
TestXsd,0,61,7,68,add tag name
TestXsd,0,52,19,71,add depr in Kara
TestXsd,0,1096,17681,18777,save 4
TestXsd,0,17544,10551,28095,aa
TestXsd,0,10684,0,10684,aa
TestXsd,0,433,5,438,save 3
TestXsd,0,264,45,309,save 2
TestXsd,0,10,1,11,save 1
TestXsd,0,2842,0,2842,init
TestXsd,0,2,0,2,Initial commit
Play-Push,2,1,1,2,Changed some wording in README
Play-Push,2,98,50,148,Added license.
Play-Push,2,1,1,2,"Added hint to ""Download Source"" link."
Play-Push,2,1,1,2,Update README to reflect the new requirements for the Play! version.
Play-Push,2,1,1,2,Use a lower suspend time of 50 ms to make new messages appear faster. Requires at least Play! 1.1 unstable-r722.
Play-Push,2,6,0,6,Added Play! badge.
Play-Push,2,118,118,236,Converted remaining tabs to spaces.
Play-Push,2,18,32,50,Minor clean-ups.
Play-Push,2,1,1,2,Fixed a typo in error handling.
Play-Push,2,1,1,2,Changed the behaviour of the chat text field to remove the new message immediately.
Play-Push,2,32,0,32,Added README.
Play-Push,2,0,4,4,Removed catch-all.
Play-Push,2,267314,0,267314,Initial commit.
CeylonGranny,0,0,2,2,Update README.md
CeylonGranny,0,24,0,24,Create README.md
CeylonGranny,0,2,4,6,"upgrade to 0.5.3 of the net module which incorporates some of the fixes
that I had locally.  Also removed some erroneously included comments
(cut/paste error ;-) ) and corrected the true instance of it (changed
from array to linkedlist)"
CeylonGranny,0,26,55,81,"cleanup, mainly renaming stuff"
CeylonGranny,0,561,0,561,"first go at ceylon granny (backend ceylon, js frontend)"
conference,2,1,0,1,add remote notifications
conference,2,55,17,72,"fixup view controllers for ios8 notifications, and a few other fixes"
conference,2,58,11,69,Update project settings.
conference,2,6,6,12,Update ViewController.mm
